median_income,ocean_proximity_NEAR BAY,total_rooms,ocean_proximity_NEAR OCEAN,latitude,ocean_proximity_INLAND
5.0947,False,1320.0,True,32.68,False
5.0196,True,2229.0,False,37.74,False
2.1212,False,3806.0,False,37.35,True
1.6797,False,1838.0,False,35.36,True
2.4623,False,1619.0,False,39.74,True
4.125,True,44.0,False,38.0,False
1.7878,False,2680.0,False,35.13,False
4.0662,True,1071.0,False,37.74,False
3.4375,False,852.0,False,38.81,True
1.6382,False,1176.0,False,34.0,False
3.0677,False,1638.0,False,33.93,False
3.3878,False,4297.0,False,38.49,True
5.2951,False,4077.0,False,37.14,False
4.5268,False,4397.0,False,34.21,True
3.375,False,831.0,False,37.73,False
4.8889,False,2987.0,False,34.11,True
4.5208,False,735.0,False,37.33,False
1.68,False,2437.0,False,38.51,True
1.9375,False,1902.0,False,33.99,False
5.0907,False,8711.0,False,33.54,False
2.8281,False,1582.0,False,34.03,True
3.46,False,3511.0,False,34.71,True
3.8984,False,4439.0,True,33.77,False
2.4281,False,1435.0,False,36.29,True
5.8783,False,3562.0,True,37.6,False
7.2477,True,2118.0,False,37.54,False
4.9524,False,2885.0,False,33.91,False
3.1534,False,1138.0,False,38.83,True
3.183,False,1665.0,False,38.44,False
1.7083,False,3114.0,False,33.71,True
6.0862,False,1531.0,False,32.97,False
3.6898,False,3153.0,False,32.86,False
2.315,False,950.0,False,33.87,False
4.1926,False,2070.0,False,37.25,False
1.9274,True,1916.0,False,37.84,False
5.5248,False,2346.0,True,32.68,False
4.0875,True,1248.0,False,37.89,False
3.425,False,1346.0,False,33.75,False
4.4688,True,2061.0,False,37.45,False
3.1779,False,2128.0,False,38.04,True
2.4113,True,1817.0,False,37.7,False
2.2583,False,754.0,False,40.89,True
2.6062,False,2820.0,False,41.4,True
5.065,False,5640.0,False,34.04,False
6.0723,False,2863.0,False,33.96,False
2.5333,False,208.0,False,35.23,True
3.625,False,20.0,False,38.51,True
4.4167,False,3274.0,False,34.19,False
1.5553,False,3894.0,False,34.06,False
3.6625,False,1707.0,False,39.75,True
3.4485,False,929.0,False,33.88,False
6.8976,True,5065.0,False,37.83,False
6.0531,False,3022.0,False,33.86,False
1.9309,False,2040.0,False,34.06,False
4.0274,False,2391.0,False,34.06,False
6.8323,True,1334.0,False,37.75,False
1.6333,False,1002.0,False,33.94,False
5.521,False,4883.0,False,34.25,False
1.1479,False,1710.0,True,40.87,False
4.2986,False,1479.0,False,34.08,False
5.3374,False,96.0,False,33.26,True
4.7056,False,8561.0,False,34.03,True
3.8625,True,254.0,False,37.78,False
3.332,False,4199.0,False,37.02,True
3.962,False,1606.0,False,34.0,False
2.8088,False,2481.0,False,34.15,False
2.5737,False,2112.0,False,38.02,True
3.5586,False,2500.0,False,37.39,False
2.212,False,2298.0,False,34.96,False
1.8015,False,2873.0,False,33.75,True
6.0808,False,1446.0,False,34.27,False
0.8075,True,386.0,False,37.81,False
4.3039,False,2487.0,False,33.78,False
1.7303,False,3409.0,False,33.78,True
5.1377,False,417.0,False,34.14,False
2.6528,False,5782.0,False,35.59,False
2.8649,False,1740.0,False,33.89,False
3.5966,False,1345.0,False,37.34,False
4.0208,True,998.0,False,37.71,False
3.4764,False,3958.0,False,33.15,False
2.4022,False,1745.0,False,34.01,False
3.3393,False,1248.0,False,38.5,True
2.3287,False,1141.0,False,40.63,True
1.4301,False,2438.0,False,38.57,True
3.5213,False,2408.0,False,34.43,False
4.4886,False,1748.0,True,32.81,False
2.8192,False,5650.0,False,33.68,False
5.5073,False,2938.0,False,37.41,False
5.3062,False,2918.0,False,32.93,False
6.0115,True,2850.0,False,37.98,False
4.8365,False,1802.0,False,37.33,False
2.6082,False,2376.0,False,33.97,False
4.1368,False,3273.0,True,32.77,False
1.275,False,2577.0,False,33.99,False
2.9844,False,3117.0,False,38.73,True
3.8864,False,2064.0,False,33.85,False
1.91,False,1210.0,False,39.36,True
5.9254,False,6689.0,False,34.06,False
4.945,False,2838.0,False,38.41,True
1.3286,False,2009.0,False,33.9,True
3.2857,False,1683.0,False,38.34,False
3.2434,True,3592.0,False,37.67,False
1.9932,False,1706.0,False,38.47,False
6.195,True,1733.0,False,37.92,False
2.8971,True,1642.0,False,37.61,False
2.2663,False,2262.0,True,32.79,False
3.1373,False,4604.0,False,34.15,False
2.395,False,2011.0,False,36.25,True
3.4917,False,1479.0,False,33.91,False
7.0808,False,6995.0,False,34.29,False
4.7193,False,5592.0,False,34.01,True
4.1321,False,4398.0,False,33.77,False
5.5111,False,2229.0,False,38.77,True
2.25,False,1952.0,False,40.02,True
2.9792,True,2246.0,False,37.78,False
1.625,False,1798.0,False,39.09,True
3.0429,False,2215.0,False,34.04,True
3.3266,False,5109.0,False,34.02,False
3.9036,False,1709.0,False,33.95,False
2.2244,False,2946.0,False,34.13,False
1.9564,False,1306.0,False,33.98,False
8.4693,False,4042.0,True,37.52,False
2.8893,False,1546.0,True,33.18,False
1.8287,True,935.0,False,38.3,False
2.5568,False,697.0,False,39.49,True
3.9727,False,13553.0,False,38.61,True
3.5258,False,6301.0,False,37.02,True
2.75,False,2156.0,False,34.69,True
3.6111,False,890.0,False,34.07,False
4.4489,False,3389.0,False,38.69,True
3.5518,False,3059.0,False,33.83,False
3.5446,False,3273.0,False,37.39,True
4.7143,True,1184.0,False,37.65,False
3.5757,False,2787.0,False,33.99,False
3.7479,False,3386.0,False,33.69,False
1.5662,False,1563.0,False,36.97,True
4.4732,False,1933.0,False,33.96,False
1.4167,False,1582.0,False,34.04,False
4.625,False,1301.0,False,33.96,False
4.4948,False,1967.0,False,33.91,False
4.1083,False,1562.0,False,34.0,False
3.9306,False,1998.0,False,33.64,False
2.1696,False,1155.0,False,34.04,False
3.141,False,3171.0,True,32.76,False
4.4625,False,3058.0,False,33.67,False
3.9926,False,3400.0,False,36.32,True
2.01,False,576.0,False,38.58,True
3.2326,False,2253.0,False,33.82,False
3.2125,False,1632.0,False,33.63,False
4.7917,False,1727.0,True,37.56,False
4.05,False,197.0,False,37.33,False
2.503,False,2816.0,False,40.77,True
3.0132,False,1082.0,False,34.03,False
4.1797,False,10565.0,False,34.12,True
4.1656,False,3441.0,False,34.16,False
3.755,False,1743.0,False,36.81,True
2.5401,False,3366.0,False,38.13,True
6.2233,False,9419.0,False,34.26,True
2.1908,False,378.0,False,34.05,True
1.9206,False,3819.0,False,37.62,True
2.3343,False,5665.0,False,38.47,True
6.0132,False,1260.0,False,36.77,True
6.9931,False,1821.0,False,38.36,True
3.2738,False,3480.0,False,35.32,True
2.3221,False,5236.0,False,32.79,False
7.1882,False,2578.0,False,33.77,False
1.9267,False,2602.0,True,32.6,False
5.6876,False,4393.0,False,37.27,False
6.6478,False,10687.0,False,37.55,False
2.588,False,1304.0,False,34.13,True
2.6369,False,2680.0,False,38.65,True
1.9821,True,1587.0,False,37.75,False
3.069,False,1877.0,False,36.81,True
3.3939,False,3187.0,False,33.78,False
5.1271,False,2552.0,True,34.43,False
5.6396,True,7976.0,False,37.56,False
3.6988,False,4605.0,False,33.87,False
7.2639,False,2130.0,False,37.67,False
4.0398,False,5928.0,False,33.77,False
1.7266,False,1728.0,False,38.76,True
3.6989,False,6850.0,False,38.69,True
2.7379,False,1308.0,False,34.19,False
3.2813,False,1170.0,False,39.16,True
1.3157,False,2732.0,False,34.1,False
4.9219,False,3703.0,True,36.95,False
2.2391,False,1034.0,False,37.85,True
1.8015,False,1388.0,False,33.77,False
4.9615,True,1180.0,False,37.98,False
3.809,False,4480.0,False,39.16,True
4.9,False,3810.0,False,34.66,True
6.4288,False,4422.0,False,33.79,False
4.7941,False,2155.0,False,33.15,False
1.933,False,1718.0,False,37.66,True
1.2841,False,966.0,True,32.71,False
5.0357,False,1807.0,False,34.0,False
2.4896,True,2405.0,False,37.87,False
3.4193,False,2264.0,False,33.73,False
2.6411,True,1153.0,False,37.77,False
2.9438,False,12707.0,False,35.33,True
5.1762,False,4632.0,False,34.01,False
3.1667,False,1380.0,False,33.95,True
2.5819,False,743.0,False,38.34,False
3.233,False,4924.0,False,34.08,True
3.665,False,695.0,False,34.07,False
1.5429,False,1120.0,False,35.33,True
3.1731,False,1217.0,False,33.99,False
1.9946,False,2247.0,False,40.51,True
7.5057,False,3628.0,False,33.85,False
5.4346,False,1822.0,True,34.08,False
5.8596,False,3852.0,False,37.18,False
1.5812,False,1255.0,False,33.96,False
4.4091,False,1831.0,False,33.93,False
5.4188,False,3484.0,False,33.48,False
2.5101,False,1821.0,True,32.75,False
3.1136,False,508.0,False,37.73,True
1.3039,False,3740.0,False,33.75,True
1.65,False,2348.0,False,37.97,True
2.3125,False,1715.0,False,34.06,False
3.311,False,3608.0,False,38.56,True
3.6304,False,2367.0,True,34.42,False
7.2692,False,2822.0,False,34.13,False
1.0585,False,3215.0,False,39.5,True
8.583,False,1680.0,False,33.49,False
1.4497,False,2345.0,False,34.09,False
3.9518,False,8072.0,False,38.33,False
1.7228,False,1052.0,False,37.79,True
2.375,False,2925.0,False,33.86,False
1.6406,False,492.0,False,34.07,False
1.7824,False,2422.0,False,33.91,False
5.3439,False,2377.0,False,33.83,False
1.7019,False,411.0,False,33.75,False
5.6739,False,4872.0,False,36.82,True
1.7841,False,1841.0,False,37.03,True
3.2258,False,4097.0,False,33.6,False
2.7865,False,1600.0,False,33.71,False
3.9375,False,2466.0,False,33.64,False
0.8026,True,1745.0,False,37.81,False
2.5658,False,1578.0,True,32.64,False
2.4,False,3742.0,True,33.79,False
1.9014,False,5783.0,False,33.7,False
1.4891,False,1229.0,False,34.11,True
3.8235,False,3817.0,False,36.32,True
1.9531,False,754.0,False,34.09,True
4.7381,False,1934.0,True,37.61,False
4.6445,False,5036.0,False,34.15,True
3.8681,False,2176.0,False,38.64,False
4.6154,False,1185.0,False,32.78,True
5.5196,False,3087.0,False,33.83,False
5.0877,False,2073.0,False,33.46,False
2.7083,False,1214.0,False,34.09,True
2.6364,True,1489.0,False,37.73,False
2.6226,False,2744.0,False,34.09,False
2.8342,False,3004.0,False,33.75,False
2.875,False,2458.0,False,34.16,True
3.2019,False,2303.0,False,37.02,True
3.35,False,1008.0,False,34.29,False
2.3,False,2598.0,False,34.01,True
3.7891,False,3444.0,True,32.73,False
5.3961,True,2180.0,False,37.74,False
3.9643,False,105.0,False,34.0,False
3.9243,True,3558.0,False,37.42,False
4.5096,False,4682.0,True,37.03,False
4.8237,True,3716.0,False,37.71,False
2.0278,False,2827.0,False,34.06,False
4.87,False,2393.0,False,34.08,False
4.4,False,2188.0,True,37.58,False
5.2139,False,1634.0,False,34.02,True
5.3644,True,1570.0,False,37.63,False
4.2222,False,2112.0,False,36.54,True
1.125,False,322.0,False,33.3,True
2.5787,False,2517.0,False,34.08,False
3.9052,False,4198.0,False,33.82,True
3.3205,False,5492.0,False,34.18,False
4.1482,False,9812.0,False,33.92,True
4.0972,False,3924.0,True,37.43,False
2.5401,True,1867.0,False,37.78,False
5.24,False,2195.0,False,34.07,False
5.9845,False,1983.0,False,34.22,False
2.6953,False,1337.0,False,33.93,False
2.6429,True,3809.0,False,37.82,False
3.5402,False,1766.0,False,38.48,True
3.7312,True,1321.0,False,37.46,False
5.795,False,3577.0,False,38.32,False
3.1028,False,1834.0,False,34.08,True
3.0638,False,2976.0,False,34.07,True
4.6197,False,3639.0,False,34.05,False
2.6823,False,4651.0,False,33.97,False
1.7,False,1729.0,True,32.71,False
4.6379,False,2278.0,False,38.48,True
3.1,False,1042.0,False,32.8,False
4.45,True,2247.0,False,37.99,False
2.5164,True,2191.0,False,37.96,False
3.15,False,821.0,False,40.69,True
2.3571,False,2217.0,True,40.58,False
1.6948,False,1896.0,False,39.83,True
4.6304,False,1164.0,False,37.32,False
2.8235,False,1793.0,False,33.8,False
2.5588,False,59.0,True,33.78,False
3.2061,False,3899.0,False,38.26,True
2.4444,True,95.0,False,37.88,False
4.0727,False,3380.0,False,33.9,False
3.4609,False,2120.0,False,34.1,True
3.1034,False,1986.0,False,34.11,True
10.0088,False,2430.0,False,38.01,True
4.0109,True,1545.0,False,37.69,False
2.9194,False,1908.0,False,34.12,False
2.218,False,4448.0,False,33.94,True
4.0526,True,1769.0,False,37.94,False
4.7639,False,1447.0,True,37.66,False
3.1845,False,1700.0,False,37.96,True
3.4028,False,1378.0,False,33.84,False
0.9227,False,1961.0,False,38.9,True
3.6466,False,3300.0,False,34.09,True
3.3229,False,2340.0,False,36.84,True
2.9937,False,2258.0,False,36.79,True
5.3267,False,7430.0,False,34.68,True
3.4028,False,1321.0,False,35.55,True
2.9861,True,4413.0,False,37.7,False
2.3182,False,3040.0,False,33.98,False
3.526,False,4197.0,True,35.32,False
3.0192,False,3354.0,False,32.79,False
5.2937,False,3208.0,False,37.41,False
3.2171,False,1744.0,False,34.15,False
1.3348,False,1299.0,False,39.12,True
2.535,False,1264.0,False,39.21,True
2.4,False,582.0,False,38.25,True
2.8919,False,4061.0,False,34.1,False
5.1836,False,2572.0,False,33.84,False
1.6,True,461.0,False,37.79,False
2.8922,False,2372.0,False,38.6,True
3.9844,False,1404.0,False,36.6,True
4.4437,False,1762.0,False,38.37,False
4.21,False,2397.0,False,34.12,False
4.2578,False,447.0,False,33.94,True
7.3141,False,2102.0,False,33.71,False
3.7562,False,2761.0,False,38.64,True
4.69,False,3079.0,True,34.39,False
2.8571,False,537.0,True,37.56,False
2.1864,False,2019.0,False,40.05,False
4.7143,False,1710.0,False,38.94,True
4.9219,False,1192.0,False,37.98,True
4.0927,True,1543.0,False,37.95,False
5.237,False,1219.0,False,33.8,False
3.5673,False,1827.0,False,34.65,True
1.3125,False,299.0,False,34.1,False
3.2,True,1504.0,False,37.99,False
3.8056,False,2205.0,False,36.83,True
6.4562,False,633.0,False,38.09,True
3.0,False,1650.0,False,36.78,True
7.5695,False,3421.0,False,37.93,True
2.9112,False,6356.0,False,34.11,True
4.0437,True,2275.0,False,38.0,False
1.625,False,767.0,False,40.77,True
4.5417,False,1353.0,False,34.06,False
3.3162,False,1781.0,False,33.78,True
3.3021,False,2144.0,False,38.92,True
4.15,True,206.0,False,37.42,False
4.2266,False,1733.0,False,34.01,False
5.5106,False,2426.0,True,34.6,False
4.4609,False,4260.0,False,34.12,True
4.0417,False,2598.0,False,33.65,False
2.8561,False,4519.0,True,34.19,False
2.5268,False,1550.0,False,34.03,False
3.2285,False,3384.0,True,37.57,False
3.0877,False,2582.0,False,34.18,False
3.9485,False,4325.0,False,34.1,False
3.3289,False,1594.0,False,33.94,False
3.6719,False,414.0,False,33.92,False
3.4817,False,2966.0,False,38.02,True
2.4412,False,1061.0,False,37.92,True
3.75,False,2267.0,False,34.08,True
3.8372,False,3309.0,False,37.61,True
2.4044,False,1370.0,False,36.54,True
6.1557,False,2556.0,True,33.41,False
5.9714,False,2355.0,False,37.31,False
4.5245,False,4594.0,False,38.71,True
4.5625,False,1756.0,True,32.82,False
4.0679,False,2558.0,False,38.91,True
5.0958,False,2127.0,False,37.22,False
3.5096,False,2061.0,True,32.73,False
2.4667,False,1461.0,False,34.1,True
2.9567,True,3944.0,False,37.77,False
5.3661,True,3008.0,False,38.06,False
3.2589,False,2791.0,False,38.32,True
5.5127,False,2906.0,False,37.25,False
3.5227,False,3593.0,False,38.48,True
1.5433,False,1294.0,False,36.32,True
4.0642,True,2115.0,False,37.73,False
2.976,False,1295.0,False,34.1,False
3.015,False,2028.0,True,34.2,False
3.5491,False,1150.0,False,37.35,False
2.183,False,3730.0,False,33.49,True
1.9038,False,967.0,False,33.91,False
2.6298,False,9425.0,False,33.79,True
5.6177,False,2535.0,True,34.71,False
3.0319,False,1937.0,False,33.87,False
2.6901,False,1513.0,False,34.08,False
2.1458,False,354.0,False,36.72,True
0.716,True,246.0,False,37.96,False
5.6163,False,3017.0,False,34.19,False
1.9444,False,2364.0,True,34.64,False
2.8793,False,1372.0,False,34.05,False
1.5268,False,1041.0,False,33.94,False
4.5484,False,3354.0,False,34.23,False
2.4856,False,739.0,False,34.12,False
2.148,False,1748.0,False,34.0,False
3.9673,False,3832.0,False,34.05,False
1.8661,False,1231.0,False,33.97,False
3.4455,False,3208.0,False,33.14,False
1.6887,False,1103.0,False,33.94,False
6.992,True,9167.0,False,37.55,False
2.2115,False,3649.0,False,33.74,True
5.2308,False,3994.0,False,37.52,False
3.455,True,1797.0,False,38.31,False
2.11,False,2260.0,False,33.93,False
5.6426,False,1248.0,False,33.85,False
1.8818,False,1138.0,False,33.99,False
3.415,False,2411.0,False,33.74,False
3.7066,False,3214.0,False,34.09,False
3.6786,False,2572.0,False,36.09,True
3.395,True,2380.0,False,37.69,False
4.0037,False,7544.0,False,34.0,True
2.9375,False,1315.0,False,35.04,False
4.6042,False,2251.0,True,33.82,False
3.25,False,1471.0,False,39.55,True
3.071,False,3103.0,False,34.53,True
4.6,False,1595.0,False,38.65,True
2.875,False,1649.0,False,36.76,True
1.9032,False,2235.0,False,39.14,False
3.2952,False,2755.0,True,36.61,False
3.8029,False,2454.0,False,34.11,True
2.7411,False,1513.0,False,35.78,True
4.26,False,2223.0,False,34.02,False
2.8818,False,2388.0,False,34.1,True
1.0898,False,782.0,False,34.01,False
3.2875,True,3218.0,False,37.4,False
4.0208,False,277.0,False,34.16,False
3.5845,False,2287.0,False,38.44,False
4.7875,False,3430.0,False,34.76,True
2.0469,False,1187.0,False,40.45,True
4.625,True,1871.0,False,37.73,False
2.4929,False,1898.0,False,33.87,False
5.3015,True,1808.0,False,37.71,False
2.1429,False,941.0,False,37.98,True
6.9544,False,5416.0,False,33.85,False
4.67,False,6146.0,False,37.34,True
5.6754,False,6529.0,False,37.03,False
3.0288,False,1266.0,False,38.13,True
4.6648,False,901.0,True,32.69,False
8.401,True,1589.0,False,37.83,False
1.6452,False,1819.0,False,34.03,False
2.1216,False,1291.0,False,39.78,True
3.7167,False,2423.0,False,38.56,True
2.3507,False,4179.0,False,39.74,True
1.8388,False,2297.0,True,33.77,False
3.87,False,2353.0,True,34.7,False
2.9334,False,6311.0,False,34.07,True
3.7609,False,3157.0,False,33.55,False
2.8812,False,2679.0,False,39.93,True
3.1576,False,2481.0,False,34.94,False
2.2278,False,1549.0,False,39.25,True
1.6833,False,289.0,False,38.99,True
4.3333,False,3100.0,False,34.17,False
0.9218,True,896.0,False,37.82,False
2.1987,False,2979.0,False,39.09,True
2.3882,True,955.0,False,37.77,False
4.0301,False,4151.0,False,34.31,False
2.8426,False,3908.0,False,38.67,True
2.6765,True,745.0,False,37.77,False
3.2131,False,2904.0,False,34.05,True
1.6786,False,1618.0,False,35.77,True
2.9375,True,4459.0,False,38.16,False
2.8372,False,4151.0,True,32.71,False
2.2551,False,1588.0,False,39.11,True
3.0707,False,2053.0,False,34.05,False
0.8252,False,202.0,False,39.48,True
2.4167,False,1000.0,False,34.42,False
2.4722,False,2547.0,False,38.61,True
4.5729,False,2340.0,False,33.92,False
2.7813,False,3405.0,True,33.84,False
3.5486,False,3725.0,False,36.37,True
5.6973,False,2999.0,False,33.89,True
3.1078,False,3404.0,False,34.95,False
2.6094,False,958.0,True,36.25,False
8.4882,False,771.0,False,38.75,True
1.8333,False,142.0,False,34.03,False
2.0674,False,4985.0,False,34.2,True
0.8131,False,3105.0,False,34.05,False
4.2639,False,6434.0,False,34.24,False
3.3859,False,2514.0,False,37.43,False
5.2015,False,1462.0,False,33.95,False
2.5809,False,1401.0,True,34.96,False
4.88,False,3941.0,False,33.83,False
4.8304,False,3465.0,False,34.12,True
4.5352,True,2192.0,False,37.75,False
3.75,False,3467.0,False,38.68,True
2.7644,False,2978.0,False,40.55,False
5.397,True,2581.0,False,37.47,False
2.2625,False,2495.0,False,35.11,False
2.9705,False,2474.0,True,32.75,False
2.2604,False,1462.0,False,34.11,True
2.963,False,1612.0,False,39.77,True
1.7155,False,1492.0,False,38.57,True
3.2917,False,7744.0,False,37.63,True
6.4391,False,495.0,False,33.86,False
1.6073,False,6202.0,False,36.74,True
2.0556,False,2154.0,True,38.46,False
3.5125,True,2263.0,False,37.9,False
4.6324,False,3741.0,False,38.32,False
2.625,True,881.0,False,37.78,False
3.108,False,4073.0,False,34.1,False
2.1477,False,1575.0,False,36.05,True
2.1029,False,4103.0,False,36.12,True
8.798,False,4814.0,False,33.63,False
2.5125,False,1827.0,True,32.76,False
4.5714,False,1192.0,False,32.8,True
3.455,False,2303.0,True,32.63,False
3.7159,True,1555.0,False,37.73,False
4.375,False,1127.0,False,33.85,False
5.1857,False,2541.0,False,38.8,True
4.7946,True,2285.0,False,37.75,False
4.027,False,2128.0,True,33.06,False
3.79,False,1969.0,True,32.74,False
2.6667,False,2807.0,False,34.21,False
1.8056,False,336.0,False,34.09,False
4.002,False,6739.0,False,34.63,True
1.6632,False,1615.0,False,35.35,True
4.4561,False,5589.0,False,35.41,True
3.3516,False,3345.0,False,34.17,False
3.5388,False,3187.0,True,32.71,False
3.1118,False,3051.0,False,34.2,False
2.2544,False,1901.0,True,32.6,False
6.1253,False,3371.0,False,34.27,False
4.9671,False,1709.0,False,37.36,False
2.4886,False,2796.0,False,33.94,False
5.4299,False,2506.0,False,37.53,False
4.225,False,3203.0,False,33.83,False
6.8586,False,1059.0,False,38.4,False
3.7813,True,3170.0,False,37.9,False
4.4375,True,2491.0,False,37.9,False
6.3542,False,3670.0,False,32.95,False
2.9698,False,2864.0,False,36.3,True
5.2336,False,1851.0,False,33.88,False
2.425,False,1896.0,True,33.74,False
2.6777,False,2539.0,True,32.76,False
3.8846,True,2637.0,False,37.74,False
4.1917,False,2636.0,False,35.77,True
4.7941,False,2807.0,False,38.75,True
1.6955,False,3684.0,True,33.78,False
1.3371,False,1202.0,False,34.2,True
4.2917,False,762.0,False,40.2,True
4.4375,False,7737.0,True,37.99,False
4.0256,False,2787.0,False,33.94,True
6.6199,False,4773.0,True,32.96,False
2.7986,False,2509.0,False,33.75,False
2.316,False,1755.0,False,33.88,True
5.1984,False,1660.0,False,33.83,False
6.4678,False,1868.0,True,34.71,False
1.6667,False,1051.0,False,34.05,False
1.2469,False,821.0,False,35.37,True
2.0411,False,2269.0,False,38.0,True
7.618,False,2840.0,False,33.54,False
5.3403,False,1487.0,False,34.01,False
2.5267,False,1878.0,False,34.2,False
4.0602,False,2728.0,False,34.1,False
3.7043,False,3449.0,False,34.49,True
1.7206,False,437.0,False,34.05,True
3.5583,False,1706.0,True,32.63,False
1.8214,False,4104.0,True,33.19,False
4.6071,False,3768.0,True,35.28,False
1.6321,False,1999.0,True,32.64,False
4.2262,False,1252.0,True,37.63,False
2.3974,False,4472.0,False,34.11,False
3.699,False,4620.0,False,37.32,False
3.3445,False,3037.0,False,34.13,True
5.2174,False,8403.0,False,33.95,True
4.3438,False,303.0,False,33.98,False
1.9375,False,5473.0,False,34.07,True
1.5608,False,1533.0,False,36.4,True
5.259,False,2223.0,False,33.86,False
2.2578,False,2383.0,True,32.74,False
3.3056,False,1840.0,False,34.18,False
1.4375,False,561.0,False,34.09,False
4.6649,False,7141.0,False,33.72,False
2.3687,False,1671.0,False,36.7,True
2.8097,False,7353.0,False,34.86,True
4.3409,False,3969.0,True,33.62,False
3.0,False,8581.0,False,36.68,False
4.95,True,1997.0,False,37.75,False
7.3693,False,3823.0,False,37.33,False
4.9236,False,3520.0,True,37.66,False
6.2517,False,2799.0,False,33.99,False
2.1638,True,1469.0,False,37.79,False
6.0574,False,1283.0,False,37.64,False
3.0234,False,2234.0,False,36.09,True
5.1112,False,2372.0,False,34.49,True
1.3712,False,1179.0,True,38.48,False
4.1333,False,5841.0,False,34.53,True
3.274,False,2651.0,True,33.72,False
5.3363,False,1866.0,False,37.32,False
1.6563,False,164.0,True,35.34,False
1.5078,False,1786.0,False,33.95,False
3.65,False,1232.0,False,32.8,False
4.7656,False,2004.0,False,33.68,False
3.5,False,4205.0,True,32.74,False
2.6123,False,2633.0,False,33.93,False
4.2656,False,6408.0,False,39.12,True
2.7798,False,2608.0,False,35.48,False
7.875,False,1631.0,False,33.89,False
4.475,False,805.0,False,32.81,True
8.6088,False,3774.0,False,33.65,False
1.7798,False,1509.0,False,37.94,True
2.6452,False,2968.0,True,32.73,False
4.4081,True,3670.0,False,37.94,False
2.6673,False,2375.0,False,37.99,True
0.9355,True,2037.0,False,37.78,False
5.5357,False,2807.0,False,36.82,True
1.8355,False,1243.0,False,36.68,True
3.0208,True,1077.0,False,37.89,False
2.9388,False,2263.0,False,34.08,True
2.7574,False,1379.0,False,34.06,True
3.0192,False,1943.0,False,36.93,False
4.6587,False,3258.0,False,37.93,True
2.6792,False,5045.0,False,40.59,True
3.8864,False,1787.0,False,37.61,True
3.7143,False,2272.0,False,34.21,False
3.0571,False,1815.0,True,32.74,False
3.0583,False,1297.0,False,34.26,False
8.2653,False,8974.0,False,33.79,False
2.3393,False,1112.0,False,37.96,True
4.5156,False,1858.0,False,37.25,False
8.7974,False,1346.0,False,33.68,False
3.6597,False,2361.0,True,34.17,False
2.0042,False,1648.0,False,34.02,False
4.25,False,1586.0,True,33.21,False
2.4671,False,1917.0,True,32.8,False
5.0623,False,2592.0,False,34.21,False
4.2589,False,2634.0,False,33.98,True
3.1902,False,1312.0,False,33.77,False
5.37,True,3266.0,False,37.76,False
4.793,False,2175.0,False,34.01,False
5.6921,False,2170.0,False,34.13,False
5.2405,False,5992.0,False,34.02,False
2.7212,False,2538.0,False,33.89,False
4.0238,False,1619.0,True,37.62,False
8.8467,False,4542.0,False,34.3,False
3.4559,True,3013.0,False,38.1,False
3.0357,False,3940.0,False,34.54,True
0.9889,False,975.0,False,33.93,False
3.1094,False,810.0,False,39.26,True
2.0644,False,2386.0,False,41.03,False
2.5234,False,535.0,False,37.96,True
2.7396,False,681.0,False,34.59,True
5.0175,False,3428.0,False,34.04,True
2.7679,False,354.0,False,33.93,False
4.3278,False,7520.0,False,38.36,False
3.0234,False,2366.0,False,36.86,True
2.775,False,2924.0,False,34.02,False
1.6089,False,460.0,False,34.04,False
2.4943,False,1687.0,False,39.4,True
1.5872,False,2501.0,False,38.58,True
1.775,False,1045.0,False,36.51,False
4.5769,False,1896.0,False,34.48,True
7.8193,False,1975.0,False,34.28,False
4.375,False,2127.0,False,34.18,False
4.4427,True,1797.0,False,37.65,False
11.6017,True,1617.0,False,37.84,False
5.1061,False,2001.0,False,33.78,False
1.4625,False,1971.0,False,33.99,False
5.6445,False,5780.0,False,36.83,True
4.0795,False,1995.0,True,33.75,False
3.1083,False,1444.0,False,34.04,False
2.7813,False,1891.0,False,33.94,True
1.5625,True,2457.0,False,37.75,False
4.4583,False,2151.0,True,37.55,False
3.0448,False,4367.0,False,34.12,True
2.5455,False,896.0,True,35.28,False
2.9773,False,2127.0,False,33.96,False
2.3173,False,2110.0,False,37.6,True
2.8462,False,1417.0,False,33.79,False
2.5703,False,1477.0,False,33.98,False
4.5726,False,1947.0,False,33.73,False
3.1677,False,2309.0,False,34.07,False
3.2841,False,2584.0,False,34.13,True
2.2888,False,2292.0,False,38.16,True
3.525,False,3158.0,False,34.11,False
3.1042,False,1091.0,False,34.07,False
2.1591,False,802.0,False,34.06,True
1.8477,True,1715.0,False,37.8,False
3.3971,False,1127.0,False,33.9,False
2.462,False,1529.0,False,34.04,False
5.35,False,2830.0,False,34.21,False
1.9805,True,2026.0,False,37.87,False
3.1603,False,3771.0,False,34.0,False
3.631,False,623.0,False,33.68,False
2.8403,False,1665.0,False,38.02,True
0.8941,False,278.0,False,34.06,False
3.0294,False,1986.0,False,36.52,True
4.3088,False,2105.0,False,32.75,False
7.3718,False,395.0,False,37.81,True
5.1185,False,3560.0,False,32.85,False
6.1273,False,2830.0,False,33.92,False
6.487,False,1812.0,True,33.47,False
6.3914,False,3418.0,False,38.78,True
3.9583,False,689.0,False,34.08,False
1.319,False,2088.0,False,40.22,False
