STA,Date,Precip,WindGustSpd,MaxTemp,MinTemp,MeanTemp,Snowfall,PoorWeather,YR,MO,DA,PRCP,DR,SPD,MAX,MIN,MEA,SNF,SND,FT,FB,FTI,ITH,PGT,TSHDSBRSGF,SD3,RHX,RHN,RVG,WTE
11610,1941-7-22,0,,31.11111111,23.88888889,27.77777778,0.0,,41,7,22,,,,88.0,75.0,82.0,0.0,,,,,,,,,,,,
11610,1941-7-23,0,,30.0,23.88888889,26.66666667,0.0,,41,7,23,,,,86.0,75.0,80.0,0.0,,,,,,,,,,,,
11610,1941-7-24,0,,27.77777778,23.88888889,25.55555556,0.0,,41,7,24,,,,82.0,75.0,78.0,0.0,,,,,,,,,,,,
11610,1941-7-25,0,,30.55555556,22.77777778,26.66666667,0.0,,41,7,25,,,,87.0,73.0,80.0,0.0,,,,,,,,,,,,
11610,1941-7-26,0,,30.0,24.44444444,27.22222222,0.0,,41,7,26,,,,86.0,76.0,81.0,0.0,,,,,,,,,,,,
11610,1941-7-27,0,,30.55555556,25.0,27.77777778,0.0,,41,7,27,,,,87.0,77.0,82.0,0.0,,,,,,,,,,,,
11610,1941-7-28,0,,32.77777778,23.33333333,27.77777778,0.0,,41,7,28,,,,91.0,74.0,82.0,0.0,,,,,,,,,,,,
11610,1941-7-29,0,,31.11111111,22.77777778,26.66666667,0.0,,41,7,29,,,,88.0,73.0,80.0,0.0,,,,,,,,,,,,
11610,1941-7-30,0,,31.66666667,22.22222222,26.66666667,0.0,,41,7,30,,,,89.0,72.0,80.0,0.0,,,,,,,,,,,,
11610,1941-7-31,0,,31.66666667,23.33333333,27.77777778,0.0,,41,7,31,,,,89.0,74.0,82.0,0.0,,,,,,,,,,,,
11610,1941-8-1,15.748,,30.55555556,23.33333333,26.66666667,0.0,1,41,8,1,0.62,,,87.0,74.0,80.0,0.0,,,,,,,1,,,,,
11610,1941-8-2,1.016,,31.11111111,23.88888889,27.77777778,0.0,,41,8,2,0.04,,,88.0,75.0,82.0,0.0,,,,,,,,,,,,
11610,1941-8-3,3.556,,31.66666667,23.88888889,27.77777778,0.0,,41,8,3,0.14,,,89.0,75.0,82.0,0.0,,,,,,,,,,,,
11610,1941-8-4,2.54,,30.0,23.88888889,26.66666667,0.0,,41,8,4,0.1,,,86.0,75.0,80.0,0.0,,,,,,,,,,,,
11610,1941-8-6,1.016,,33.33333333,23.33333333,28.33333333,0.0,,41,8,6,0.04,,,92.0,74.0,83.0,0.0,,,,,,,,,,,,
11610,1941-8-7,10.16,,32.22222222,23.88888889,27.77777778,0.0,,41,8,7,0.4,,,90.0,75.0,82.0,0.0,,,,,,,,,,,,
11610,1941-8-8,28.956,,29.44444444,23.33333333,26.66666667,0.0,,41,8,8,1.14,,,85.0,74.0,80.0,0.0,,,,,,,,,,,,
11610,1941-8-9,18.796,,27.77777778,22.77777778,25.55555556,0.0,,41,8,9,0.74,,,82.0,73.0,78.0,0.0,,,,,,,,,,,,
11610,1941-8-10,2.54,,32.77777778,22.22222222,27.77777778,0.0,,41,8,10,0.1,,,91.0,72.0,82.0,0.0,,,,,,,,,,,,
11610,1941-8-11,10.668,,27.22222222,23.33333333,25.55555556,0.0,,41,8,11,0.42,,,81.0,74.0,78.0,0.0,,,,,,,,,,,,
11610,1941-8-12,58.42,,27.77777778,22.77777778,25.55555556,0.0,,41,8,12,2.3,,,82.0,73.0,78.0,0.0,,,,,,,,,,,,
11610,1941-8-13,0,,32.22222222,23.33333333,27.77777778,0.0,,41,8,13,0,,,90.0,74.0,82.0,0.0,,,,,,,,,,,,
11610,1941-8-14,11.176,,31.11111111,22.22222222,26.66666667,0.0,,41,8,14,0.44,,,88.0,72.0,80.0,0.0,,,,,,,,,,,,
11610,1941-8-15,16.256,,27.22222222,23.33333333,25.55555556,0.0,,41,8,15,0.64,,,81.0,74.0,78.0,0.0,,,,,,,,,,,,
11610,1941-8-16,3.048,,32.22222222,22.77777778,27.77777778,0.0,,41,8,16,0.12,,,90.0,73.0,82.0,0.0,,,,,,,,,,,,
11610,1941-8-17,T,,32.22222222,22.77777778,27.77777778,0.0,,41,8,17,T,,,90.0,73.0,82.0,0.0,,,,,,,,,,,,
11610,1941-8-18,T,,32.77777778,22.22222222,27.77777778,0.0,,41,8,18,T,,,91.0,72.0,82.0,0.0,,,,,,,,,,,,
11610,1941-8-19,10.922,,32.22222222,21.66666667,26.66666667,0.0,,41,8,19,0.43,,,90.0,71.0,80.0,0.0,,,,,,,,,,,,
11610,1941-8-20,63.246,,31.11111111,22.77777778,26.66666667,0.0,,41,8,20,2.49,,,88.0,73.0,80.0,0.0,,,,,,,,,,,,
11610,1941-8-21,9.906,,32.22222222,21.66666667,26.66666667,0.0,,41,8,21,0.39,,,90.0,71.0,80.0,0.0,,,,,,,,,,,,
11610,1941-8-22,23.622,,25.55555556,21.11111111,23.33333333,0.0,,41,8,22,0.93,,,78.0,70.0,74.0,0.0,,,,,,,,,,,,
11610,1941-8-23,10.922,,31.66666667,21.11111111,26.66666667,0.0,,41,8,23,0.43,,,89.0,70.0,80.0,0.0,,,,,,,,,,,,
11610,1941-8-24,22.098,,31.66666667,23.33333333,27.77777778,0.0,,41,8,24,0.87,,,89.0,74.0,82.0,0.0,,,,,,,,,,,,
11610,1941-8-25,0,,32.22222222,22.77777778,27.77777778,0.0,,41,8,25,0,,,90.0,73.0,82.0,0.0,,,,,,,,,,,,
11610,1941-8-26,0.508,,32.77777778,21.66666667,27.22222222,0.0,,41,8,26,0.02,,,91.0,71.0,81.0,0.0,,,,,,,,,,,,
11610,1941-8-27,4.064,,32.77777778,23.33333333,27.77777778,0.0,,41,8,27,0.16,,,91.0,74.0,82.0,0.0,,,,,,,,,,,,
11610,1941-8-28,1.016,,31.66666667,22.22222222,26.66666667,0.0,,41,8,28,0.04,,,89.0,72.0,80.0,0.0,,,,,,,,,,,,
11610,1941-8-29,17.272,,30.55555556,22.22222222,26.66666667,0.0,,41,8,29,0.68,,,87.0,72.0,80.0,0.0,,,,,,,,,,,,
11610,1941-8-30,7.62,,32.22222222,23.33333333,27.77777778,0.0,,41,8,30,0.3,,,90.0,74.0,82.0,0.0,,,,,,,,,,,,
11610,1941-8-31,3.81,,32.22222222,23.33333333,27.77777778,0.0,,41,8,31,0.15,,,90.0,74.0,82.0,0.0,,,,,,,,,,,,
11610,1941-9-1,0.508,,31.11111111,23.88888889,27.77777778,0.0,,41,9,1,0.02,,,88.0,75.0,82.0,0.0,,,,,,,,,,,,
11610,1941-9-2,0.508,,32.77777778,23.88888889,28.33333333,0.0,,41,9,2,0.02,,,91.0,75.0,83.0,0.0,,,,,,,,,,,,
11610,1941-9-3,2.54,,34.44444444,22.22222222,28.33333333,0.0,,41,9,3,0.1,,,94.0,72.0,83.0,0.0,,,,,,,,,,,,
11610,1941-9-4,14.478,,34.44444444,22.22222222,28.33333333,0.0,,41,9,4,0.57,,,94.0,72.0,83.0,0.0,,,,,,,,,,,,
11610,1941-9-5,26.416,,32.22222222,23.33333333,27.77777778,0.0,,41,9,5,1.04,,,90.0,74.0,82.0,0.0,,,,,,,,,,,,
11610,1941-9-7,0.508,,31.11111111,22.77777778,26.66666667,0.0,,41,9,7,0.02,,,88.0,73.0,80.0,0.0,,,,,,,,,,,,
11610,1941-9-8,8.382,,33.88888889,22.77777778,28.33333333,0.0,,41,9,8,0.33,,,93.0,73.0,83.0,0.0,,,,,,,,,,,,
11610,1941-9-9,58.928,,30.0,22.22222222,26.11111111,0.0,,41,9,9,2.32,,,86.0,72.0,79.0,0.0,,,,,,,,,,,,
11610,1941-9-10,0,,33.33333333,22.22222222,27.77777778,0.0,,41,9,10,0,,,92.0,72.0,82.0,0.0,,,,,,,,,,,,
11610,1941-9-11,0,,32.77777778,22.22222222,27.77777778,0.0,,41,9,11,0,,,91.0,72.0,82.0,0.0,,,,,,,,,,,,
11610,1941-9-12,0,,32.77777778,22.22222222,27.22222222,0.0,,41,9,12,0,,,91.0,72.0,81.0,0.0,,,,,,,,,,,,
11610,1941-9-13,0,,33.88888889,23.33333333,28.33333333,0.0,,41,9,13,0,,,93.0,74.0,83.0,0.0,,,,,,,,,,,,
11610,1941-9-14,0,,33.33333333,23.33333333,28.33333333,0.0,,41,9,14,0,,,92.0,74.0,83.0,0.0,,,,,,,,,,,,
11610,1941-9-15,T,,32.22222222,23.88888889,27.77777778,0.0,,41,9,15,T,,,90.0,75.0,82.0,0.0,,,,,,,,,,,,
11610,1941-9-16,T,,33.33333333,21.11111111,27.22222222,0.0,,41,9,16,T,,,92.0,70.0,81.0,0.0,,,,,,,,,,,,
11610,1941-9-17,0,,33.33333333,22.22222222,27.77777778,0.0,,41,9,17,0,,,92.0,72.0,82.0,0.0,,,,,,,,,,,,
11610,1941-9-18,0,,33.88888889,22.77777778,28.33333333,0.0,,41,9,18,0,,,93.0,73.0,83.0,0.0,,,,,,,,,,,,
11610,1941-9-19,T,,34.44444444,21.66666667,27.77777778,0.0,,41,9,19,T,,,94.0,71.0,82.0,0.0,,,,,,,,,,,,
11610,1941-9-20,0,,33.33333333,21.66666667,27.77777778,0.0,,41,9,20,0,,,92.0,71.0,82.0,0.0,,,,,,,,,,,,
11610,1941-9-21,0,,33.33333333,22.22222222,27.77777778,0.0,,41,9,21,0,,,92.0,72.0,82.0,0.0,,,,,,,,,,,,
11610,1941-9-22,T,,33.33333333,22.22222222,27.77777778,0.0,,41,9,22,T,,,92.0,72.0,82.0,0.0,,,,,,,,,,,,
11610,1941-9-23,12.7,,31.11111111,22.77777778,26.66666667,0.0,,41,9,23,0.5,,,88.0,73.0,80.0,0.0,,,,,,,,,,,,
11610,1941-9-24,5.842,,31.11111111,23.33333333,27.22222222,0.0,,41,9,24,0.23,,,88.0,74.0,81.0,0.0,,,,,,,,,,,,
11610,1941-9-25,T,,33.88888889,22.22222222,27.77777778,0.0,,41,9,25,T,,,93.0,72.0,82.0,0.0,,,,,,,,,,,,
11610,1941-9-26,4.826,,30.55555556,22.22222222,26.66666667,0.0,,41,9,26,0.19,,,87.0,72.0,80.0,0.0,,,,,,,,,,,,
11610,1941-9-27,1.27,,31.66666667,22.77777778,27.22222222,0.0,,41,9,27,0.05,,,89.0,73.0,81.0,0.0,,,,,,,,,,,,
11610,1941-9-28,12.954,,32.77777778,22.22222222,27.22222222,0.0,,41,9,28,0.51,,,91.0,72.0,81.0,0.0,,,,,,,,,,,,
11610,1941-9-29,13.462,,31.66666667,21.66666667,26.66666667,0.0,,41,9,29,0.53,,,89.0,71.0,80.0,0.0,,,,,,,,,,,,
11610,1941-9-30,0,,32.77777778,22.22222222,27.22222222,0.0,,41,9,30,0,,,91.0,72.0,81.0,0.0,,,,,,,,,,,,
11610,1941-10-1,0,,33.33333333,22.77777778,27.77777778,0.0,,41,10,1,0,,,92.0,73.0,82.0,0.0,,,,,,,,,,,,
11610,1941-10-2,1.524,,31.66666667,23.33333333,27.22222222,0.0,,41,10,2,0.06,,,89.0,74.0,81.0,0.0,,,,,,,,,,,,
11610,1941-10-3,4.572,,31.66666667,21.66666667,26.66666667,0.0,,41,10,3,0.18,,,89.0,71.0,80.0,0.0,,,,,,,,,,,,
11610,1941-10-4,2.286,,30.55555556,23.33333333,26.66666667,0.0,,41,10,4,0.09,,,87.0,74.0,80.0,0.0,,,,,,,,,,,,
11610,1941-10-5,0,,32.22222222,23.33333333,27.77777778,0.0,,41,10,5,0,,,90.0,74.0,82.0,0.0,,,,,,,,,,,,
11610,1941-10-6,0.254,,30.55555556,22.77777778,26.66666667,0.0,,41,10,6,0.01,,,87.0,73.0,80.0,0.0,,,,,,,,,,,,
11610,1941-10-7,0,,32.77777778,21.11111111,26.66666667,0.0,,41,10,7,0,,,91.0,70.0,80.0,0.0,,,,,,,,,,,,
11610,1941-10-8,0,,32.77777778,23.88888889,28.33333333,0.0,,41,10,8,0,,,91.0,75.0,83.0,0.0,,,,,,,,,,,,
11610,1941-10-9,T,,32.77777778,21.66666667,27.22222222,0.0,,41,10,9,T,,,91.0,71.0,81.0,0.0,,,,,,,,,,,,
11610,1941-10-10,0.508,,33.33333333,22.77777778,27.77777778,0.0,,41,10,10,0.02,,,92.0,73.0,82.0,0.0,,,,,,,,,,,,
11610,1941-10-11,0.508,,31.66666667,23.33333333,27.77777778,0.0,,41,10,11,0.02,,,89.0,74.0,82.0,0.0,,,,,,,,,,,,
11610,1941-10-12,1.016,,30.0,23.33333333,26.66666667,0.0,,41,10,12,0.04,,,86.0,74.0,80.0,0.0,,,,,,,,,,,,
11610,1941-10-13,4.826,,31.11111111,23.88888889,27.22222222,0.0,,41,10,13,0.19,,,88.0,75.0,81.0,0.0,,,,,,,,,,,,
11610,1941-10-14,7.62,,32.22222222,23.33333333,27.77777778,0.0,,41,10,14,0.3,,,90.0,74.0,82.0,0.0,,,,,,,,,,,,
11610,1941-10-15,0,,32.22222222,21.66666667,26.66666667,0.0,,41,10,15,0,,,90.0,71.0,80.0,0.0,,,,,,,,,,,,
11610,1941-10-16,0.508,,32.77777778,23.88888889,28.33333333,0.0,,41,10,16,0.02,,,91.0,75.0,83.0,0.0,,,,,,,,,,,,
11610,1941-10-17,20.066,,32.22222222,23.33333333,27.77777778,0.0,,41,10,17,0.79,,,90.0,74.0,82.0,0.0,,,,,,,,,,,,
11610,1941-10-18,7.62,,31.66666667,22.77777778,27.22222222,0.0,,41,10,18,0.3,,,89.0,73.0,81.0,0.0,,,,,,,,,,,,
11610,1941-10-19,4.318,,31.66666667,23.33333333,27.22222222,0.0,,41,10,19,0.17,,,89.0,74.0,81.0,0.0,,,,,,,,,,,,
11610,1941-10-20,13.97,,32.77777778,22.77777778,27.77777778,0.0,,41,10,20,0.55,,,91.0,73.0,82.0,0.0,,,,,,,,,,,,
11610,1941-10-21,13.462,,30.55555556,22.77777778,26.66666667,0.0,,41,10,21,0.53,,,87.0,73.0,80.0,0.0,,,,,,,,,,,,
11610,1941-10-22,3.556,,31.11111111,24.44444444,27.77777778,0.0,,41,10,22,0.14,,,88.0,76.0,82.0,0.0,,,,,,,,,,,,
11610,1941-10-23,0,,32.22222222,22.22222222,27.22222222,0.0,,41,10,23,0,,,90.0,72.0,81.0,0.0,,,,,,,,,,,,
11610,1941-10-24,0.762,,32.77777778,22.77777778,27.77777778,0.0,,41,10,24,0.03,,,91.0,73.0,82.0,0.0,,,,,,,,,,,,
11610,1941-10-26,6.858,,30.55555556,23.33333333,26.66666667,0.0,,41,10,26,0.27,,,87.0,74.0,80.0,0.0,,,,,,,,,,,,
11610,1941-10-27,12.7,,30.55555556,22.77777778,26.66666667,0.0,,41,10,27,0.5,,,87.0,73.0,80.0,0.0,,,,,,,,,,,,
11610,1941-10-28,0.508,,29.44444444,23.33333333,28.88888889,0.0,,41,10,28,0.02,,,85.0,74.0,84.0,0.0,,,,,,,,,,,,
11610,1941-10-29,3.048,,28.88888889,22.77777778,25.55555556,0.0,,41,10,29,0.12,,,84.0,73.0,78.0,0.0,,,,,,,,,,,,
11610,1941-10-31,8.128,,31.66666667,22.22222222,26.11111111,0.0,,41,10,31,0.32,,,89.0,72.0,79.0,0.0,,,,,,,,,,,,
11610,1941-11-1,7.112,,28.33333333,21.11111111,24.44444444,0.0,,41,11,1,0.28,,,83.0,70.0,76.0,0.0,,,,,,,,,,,,
11610,1941-11-2,9.652,,30.0,21.66666667,25.55555556,0.0,,41,11,2,0.38,,,86.0,71.0,78.0,0.0,,,,,,,,,,,,
11610,1941-11-3,12.7,,29.44444444,24.44444444,26.66666667,0.0,,41,11,3,0.5,,,85.0,76.0,80.0,0.0,,,,,,,,,,,,
11610,1941-11-4,34.798,,30.55555556,22.77777778,26.66666667,0.0,,41,11,4,1.37,,,87.0,73.0,80.0,0.0,,,,,,,,,,,,
11610,1941-11-5,21.59,,30.0,23.33333333,26.66666667,0.0,,41,11,5,0.85,,,86.0,74.0,80.0,0.0,,,,,,,,,,,,
11610,1941-11-6,10.16,,30.55555556,22.22222222,26.11111111,0.0,,41,11,6,0.4,,,87.0,72.0,79.0,0.0,,,,,,,,,,,,
11610,1941-11-7,10.414,,28.88888889,22.77777778,25.55555556,0.0,,41,11,7,0.41,,,84.0,73.0,78.0,0.0,,,,,,,,,,,,
11610,1941-11-8,12.954,,30.0,22.22222222,26.11111111,0.0,,41,11,8,0.51,,,86.0,72.0,79.0,0.0,,,,,,,,,,,,
11610,1941-11-9,4.064,,30.55555556,21.66666667,26.11111111,0.0,,41,11,9,0.16,,,87.0,71.0,79.0,0.0,,,,,,,,,,,,
11610,1941-11-10,3.556,,30.0,22.22222222,26.11111111,0.0,,41,11,10,0.14,,,86.0,72.0,79.0,0.0,,,,,,,,,,,,
11610,1941-11-13,8.636,,30.55555556,23.88888889,27.22222222,0.0,,41,11,13,0.34,,,87.0,75.0,81.0,0.0,,,,,,,,,,,,
11610,1941-11-14,18.542,,30.0,23.33333333,26.66666667,0.0,,41,11,14,0.73,,,86.0,74.0,80.0,0.0,,,,,,,,,,,,
11610,1941-11-15,51.054,,29.44444444,22.77777778,26.11111111,0.0,,41,11,15,2.01,,,85.0,73.0,79.0,0.0,,,,,,,,,,,,
11610,1941-11-16,0,,30.0,21.11111111,25.55555556,0.0,,41,11,16,0,,,86.0,70.0,78.0,0.0,,,,,,,,,,,,
11610,1941-11-18,6.858,,30.55555556,22.22222222,26.11111111,0.0,,41,11,18,0.27,,,87.0,72.0,79.0,0.0,,,,,,,,,,,,
11610,1941-11-19,5.08,,31.66666667,22.77777778,27.22222222,0.0,,41,11,19,0.2,,,89.0,73.0,81.0,0.0,,,,,,,,,,,,
11610,1941-11-21,5.08,,29.44444444,22.77777778,26.11111111,0.0,,41,11,21,0.2,,,85.0,73.0,79.0,0.0,,,,,,,,,,,,
11610,1941-11-22,10.16,,30.0,22.77777778,26.66666667,0.0,,41,11,22,0.4,,,86.0,73.0,80.0,0.0,,,,,,,,,,,,
11610,1941-11-23,3.556,,30.55555556,22.22222222,26.66666667,0.0,,41,11,23,0.14,,,87.0,72.0,80.0,0.0,,,,,,,,,,,,
11610,1941-11-24,7.112,,30.0,23.33333333,26.66666667,0.0,,41,11,24,0.28,,,86.0,74.0,80.0,0.0,,,,,,,,,,,,
11610,1941-11-25,4.318,,28.88888889,22.22222222,25.55555556,0.0,,41,11,25,0.17,,,84.0,72.0,78.0,0.0,,,,,,,,,,,,
11610,1941-11-26,10.414,,30.0,22.22222222,26.11111111,0.0,,41,11,26,0.41,,,86.0,72.0,79.0,0.0,,,,,,,,,,,,
11610,1941-11-27,15.748,,29.44444444,22.77777778,26.11111111,0.0,,41,11,27,0.62,,,85.0,73.0,79.0,0.0,,,,,,,,,,,,
11610,1941-11-28,4.826,,28.88888889,21.66666667,25.55555556,0.0,,41,11,28,0.19,,,84.0,71.0,78.0,0.0,,,,,,,,,,,,
11610,1941-11-29,6.096,,27.77777778,22.77777778,25.55555556,0.0,,41,11,29,0.24,,,82.0,73.0,78.0,0.0,,,,,,,,,,,,
11610,1941-11-30,1.778,,30.0,23.33333333,26.66666667,0.0,,41,11,30,0.07,,,86.0,74.0,80.0,0.0,,,,,,,,,,,,
11610,1941-12-2,3.556,,30.0,22.22222222,26.11111111,0.0,,41,12,2,0.14,,,86.0,72.0,79.0,0.0,,,,,,,,,,,,
11610,1941-12-3,12.192,,29.44444444,23.33333333,26.66666667,0.0,,41,12,3,0.48,,,85.0,74.0,80.0,0.0,,,,,,,,,,,,
11610,1941-12-4,0.762,,30.0,21.66666667,25.55555556,0.0,,41,12,4,0.03,,,86.0,71.0,78.0,0.0,,,,,,,,,,,,
11610,1941-12-5,0.508,,30.0,20.0,25.0,0.0,,41,12,5,0.02,,,86.0,68.0,77.0,0.0,,,,,,,,,,,,
11610,1941-12-6,3.048,,30.0,22.22222222,26.11111111,0.0,,41,12,6,0.12,,,86.0,72.0,79.0,0.0,,,,,,,,,,,,
11610,1941-12-7,13.97,,29.44444444,22.77777778,26.11111111,0.0,,41,12,7,0.55,,,85.0,73.0,79.0,0.0,,,,,,,,,,,,
11610,1941-12-8,25.654,,28.88888889,22.22222222,25.55555556,0.0,,41,12,8,1.01,,,84.0,72.0,78.0,0.0,,,,,,,,,,,,
11610,1941-12-9,51.308,,28.88888889,22.22222222,25.55555556,0.0,,41,12,9,2.02,,,84.0,72.0,78.0,0.0,,,,,,,,,,,,
11610,1941-12-10,7.366,,28.88888889,22.77777778,26.11111111,0.0,,41,12,10,0.29,,,84.0,73.0,79.0,0.0,,,,,,,,,,,,
11610,1941-12-11,9.144,,29.44444444,22.77777778,26.11111111,0.0,,41,12,11,0.36,,,85.0,73.0,79.0,0.0,,,,,,,,,,,,
11610,1941-12-12,5.08,,29.44444444,21.11111111,25.55555556,0.0,,41,12,12,0.2,,,85.0,70.0,78.0,0.0,,,,,,,,,,,,
11610,1941-12-13,0.762,,28.33333333,21.11111111,25.0,0.0,,41,12,13,0.03,,,83.0,70.0,77.0,0.0,,,,,,,,,,,,
11610,1941-12-14,2.032,,29.44444444,21.66666667,25.55555556,0.0,,41,12,14,0.08,,,85.0,71.0,78.0,0.0,,,,,,,,,,,,
11610,1941-12-15,5.334,,28.88888889,21.66666667,25.55555556,0.0,,41,12,15,0.21,,,84.0,71.0,78.0,0.0,,,,,,,,,,,,
11610,1941-12-16,23.114,,28.33333333,22.22222222,25.55555556,0.0,,41,12,16,0.91,,,83.0,72.0,78.0,0.0,,,,,,,,,,,,
11610,1941-12-17,1.778,,28.88888889,21.66666667,25.55555556,0.0,,41,12,17,0.07,,,84.0,71.0,78.0,0.0,,,,,,,,,,,,
11610,1941-12-18,2.032,,28.88888889,21.66666667,25.0,0.0,,41,12,18,0.08,,,84.0,71.0,77.0,0.0,,,,,,,,,,,,
11610,1941-12-19,4.318,,28.88888889,21.66666667,25.55555556,0.0,,41,12,19,0.17,,,84.0,71.0,78.0,0.0,,,,,,,,,,,,
11610,1941-12-20,0.254,,29.44444444,21.66666667,25.55555556,0.0,,41,12,20,0.01,,,85.0,71.0,78.0,0.0,,,,,,,,,,,,
11610,1941-12-21,0.254,,30.0,19.44444444,24.44444444,0.0,,41,12,21,0.01,,,86.0,67.0,76.0,0.0,,,,,,,,,,,,
11610,1941-12-22,1.778,,30.0,22.22222222,26.11111111,0.0,,41,12,22,0.07,,,86.0,72.0,79.0,0.0,,,,,,,,,,,,
11610,1941-12-23,1.016,,27.77777778,20.55555556,24.44444444,0.0,,41,12,23,0.04,,,82.0,69.0,76.0,0.0,,,,,,,,,,,,
11610,1941-12-24,T,,29.44444444,20.0,24.44444444,0.0,,41,12,24,T,,,85.0,68.0,76.0,0.0,,,,,,,,,,,,
11610,1941-12-25,3.302,,29.44444444,18.88888889,24.44444444,0.0,,41,12,25,0.13,,,85.0,66.0,76.0,0.0,,,,,,,,,,,,
11610,1941-12-26,7.874,,27.77777778,20.55555556,24.44444444,0.0,,41,12,26,0.31,,,82.0,69.0,76.0,0.0,,,,,,,,,,,,
11610,1941-12-28,1.778,,28.88888889,21.66666667,25.55555556,0.0,,41,12,28,0.07,,,84.0,71.0,78.0,0.0,,,,,,,,,,,,
11610,1941-12-29,0.508,,29.44444444,22.22222222,25.55555556,0.0,,41,12,29,0.02,,,85.0,72.0,78.0,0.0,,,,,,,,,,,,
11610,1941-12-30,T,,30.0,22.77777778,26.66666667,0.0,,41,12,30,T,,,86.0,73.0,80.0,0.0,,,,,,,,,,,,
11610,1941-12-31,5.842,,30.0,22.77777778,26.66666667,0.0,,41,12,31,0.23,,,86.0,73.0,80.0,0.0,,,,,,,,,,,,
11610,1942-1-1,1.016,,29.44444444,23.88888889,26.66666667,0.0,,42,1,1,0.04,,,85.0,75.0,80.0,0.0,,,,,,,,,,,,
11610,1942-1-2,2.794,,28.88888889,22.77777778,25.55555556,0.0,,42,1,2,0.11,,,84.0,73.0,78.0,0.0,,,,,,,,,,,,
11610,1942-1-3,3.556,,28.88888889,22.22222222,25.55555556,0.0,,42,1,3,0.14,,,84.0,72.0,78.0,0.0,,,,,,,,,,,,
11610,1942-1-4,4.064,,28.88888889,22.22222222,25.55555556,0.0,,42,1,4,0.16,,,84.0,72.0,78.0,0.0,,,,,,,,,,,,
11610,1942-1-5,1.016,,28.88888889,18.33333333,23.33333333,0.0,,42,1,5,0.04,,,84.0,65.0,74.0,0.0,,,,,,,,,,,,
11610,1942-1-6,4.572,,28.88888889,18.88888889,23.88888889,0.0,,42,1,6,0.18,,,84.0,66.0,75.0,0.0,,,,,,,,,,,,
11610,1942-1-7,T,,28.33333333,18.33333333,23.33333333,0.0,,42,1,7,T,,,83.0,65.0,74.0,0.0,,,,,,,,,,,,
11610,1942-1-8,4.064,,28.88888889,20.55555556,24.44444444,0.0,,42,1,8,0.16,,,84.0,69.0,76.0,0.0,,,,,,,,,,,,
11610,1942-1-9,3.556,,27.77777778,19.44444444,23.33333333,0.0,,42,1,9,0.14,,,82.0,67.0,74.0,0.0,,,,,,,,,,,,
11610,1942-1-10,1.016,,28.88888889,19.44444444,24.44444444,0.0,,42,1,10,0.04,,,84.0,67.0,76.0,0.0,,,,,,,,,,,,
11610,1942-1-11,1.016,,29.44444444,18.33333333,23.88888889,0.0,,42,1,11,0.04,,,85.0,65.0,75.0,0.0,,,,,,,,,,,,
11610,1942-1-12,5.842,,29.44444444,20.0,24.44444444,0.0,,42,1,12,0.23,,,85.0,68.0,76.0,0.0,,,,,,,,,,,,
11610,1942-1-13,12.954,,28.88888889,21.11111111,25.0,0.0,,42,1,13,0.51,,,84.0,70.0,77.0,0.0,,,,,,,,,,,,
11610,1942-1-14,2.794,,27.77777778,22.22222222,25.0,0.0,,42,1,14,0.11,,,82.0,72.0,77.0,0.0,,,,,,,,,,,,
11610,1942-1-15,8.382,,27.77777778,21.11111111,24.44444444,0.0,,42,1,15,0.33,,,82.0,70.0,76.0,0.0,,,,,,,,,,,,
11610,1942-1-16,2.794,,28.88888889,20.0,24.44444444,0.0,,42,1,16,0.11,,,84.0,68.0,76.0,0.0,,,,,,,,,,,,
11610,1942-1-17,1.016,,27.77777778,22.22222222,25.0,0.0,,42,1,17,0.04,,,82.0,72.0,77.0,0.0,,,,,,,,,,,,
11610,1942-1-18,1.778,,28.33333333,22.77777778,25.55555556,0.0,,42,1,18,0.07,,,83.0,73.0,78.0,0.0,,,,,,,,,,,,
11610,1942-1-19,T,,29.44444444,21.11111111,25.55555556,0.0,,42,1,19,T,,,85.0,70.0,78.0,0.0,,,,,,,,,,,,
11610,1942-1-20,1.016,,28.88888889,21.66666667,25.55555556,0.0,,42,1,20,0.04,,,84.0,71.0,78.0,0.0,,,,,,,,,,,,
11610,1942-1-21,0.508,,30.0,20.55555556,25.55555556,0.0,,42,1,21,0.02,,,86.0,69.0,78.0,0.0,,,,,,,,,,,,
11610,1942-1-22,T,,29.44444444,20.55555556,25.0,0.0,,42,1,22,T,,,85.0,69.0,77.0,0.0,,,,,,,,,,,,
11610,1942-1-23,T,,28.88888889,21.11111111,25.0,0.0,,42,1,23,T,,,84.0,70.0,77.0,0.0,,,,,,,,,,,,
11610,1942-1-24,0,,30.0,21.11111111,25.55555556,0.0,,42,1,24,0,,,86.0,70.0,78.0,0.0,,,,,,,,,,,,
11610,1942-1-25,0,,30.55555556,18.88888889,24.44444444,0.0,,42,1,25,0,,,87.0,66.0,76.0,0.0,,,,,,,,,,,,
11610,1942-1-26,T,,30.0,18.33333333,24.44444444,0.0,,42,1,26,T,,,86.0,65.0,76.0,0.0,,,,,,,,,,,,
11610,1942-1-27,1.778,,30.0,22.22222222,26.11111111,0.0,,42,1,27,0.07,,,86.0,72.0,79.0,0.0,,,,,,,,,,,,
11610,1942-1-28,0,,30.0,23.33333333,26.66666667,0.0,,42,1,28,0,,,86.0,74.0,80.0,0.0,,,,,,,,,,,,
